Fusion,version=1,hw_revision=1,timescale=1000000
Type,Mode,Timestamp(sec),Yaw,Pitch,Roll
250,0,70.096,141.1023101806641,-2.269244432449341,178.812255859375
250,0,70.104,141.0993347167969,-2.193374633789063,178.8569946289063
250,0,70.11,141.0993347167969,-2.193374633789063,178.8569946289063
250,0,70.12,141.1038513183594,-2.294849872589111,178.798828125
250,0,70.128,141.0993347167969,-2.193374633789063,178.8569946289063
250,0,70.13500000000001,141.1573944091797,-2.6234290599823,178.7329254150391
250,0,70.145,141.2878875732422,-2.867136001586914,178.9626159667969
250,0,70.154,141.3736877441406,-2.974345684051514,179.1483764648438
250,0,70.16,141.3736877441406,-2.974345684051514,179.1483764648438
250,0,70.17100000000001,141.2451934814453,-2.813599824905396,178.8697509765625
250,0,70.179,141.2825164794922,-2.691936492919922,179.0663604736328
250,0,70.18600000000001,141.0757751464844,-2.603986978530884,178.4954071044922
250,0,70.199,140.9878845214844,-2.412609577178955,178.3568725585938
250,0,70.20399999999999,140.9878845214844,-2.412609577178955,178.3568725585938
250,0,70.211,141.1604766845703,-2.711400985717773,178.6815490722656
250,0,70.221,141.0757751464844,-2.603986978530884,178.4954071044922
250,0,70.229,141.1679229736328,-2.913296699523926,178.5660705566406
250,0,70.236,141.0795288085938,-2.706820964813232,178.4358062744141
250,0,70.248,141.0686798095703,-2.422814846038818,178.6001892089844
250,0,70.254,141.0686798095703,-2.422814846038818,178.6001892089844
250,0,70.255,141.0686798095703,-2.422814846038818,178.6001892089844
250,0,70.262,141.1926116943359,-2.486518383026123,178.9357452392578
250,0,70.27200000000001,141.1926116943359,-2.486518383026123,178.9357452392578
250,0,70.279,141.1961975097656,-2.579439163208008,178.8820037841797
250,0,70.283,141.3023223876953,-2.579439163208008,178.8820037841797
250,0,70.286,141.337646484375,-2.741388320922852,178.9152679443359
250,0,70.29600000000001,141.3687133789063,-2.702078342437744,179.0628356933594
250,0,70.30500000000001,141.3687133789063,-2.702078342437744,179.0628356933594
250,0,70.31100000000001,141.2662200927734,-2.348803758621216,178.8923187255859
250,0,70.322,141.2356872558594,-2.383573055267334,178.7472381591797
250,0,70.33,141.1343231201172,-2.024578094482422,178.5832214355469
250,0,70.337,141.2331695556641,-2.28197717666626,178.8055877685547
250,0,70.352,141.2328491210938,-2.273474454879761,178.8100433349609
250,0,70.355,141.2328491210938,-2.273474454879761,178.8100433349609
250,0,70.36499999999999,141.2052154541016,-2.409252882003784,178.6080322265625
250,0,70.373,141.1343231201172,-2.024578094482422,178.5832214355469
250,0,70.38500000000001,141.2392425537109,-2.555200338363647,178.6472625732422
250,0,70.387,141.2392425537109,-2.555200338363647,178.6472625732422
250,0,70.39700000000001,141.1414794921875,-2.302209138870239,178.4226989746094
250,0,70.40600000000001,141.1414489746094,-2.310832977294922,178.4167785644531
250,0,70.41200000000001,141.1367950439453,-2.125043869018555,178.524169921875
250,0,70.422,141.1986541748047,-2.139699220657349,178.7639617919922
250,0,70.43300000000001,141.2351989746094,-2.370229244232178,178.7542572021484
250,0,70.437,141.2351989746094,-2.370229244232178,178.7542572021484
250,0,70.447,141.1664276123047,-2.085934638977051,178.6710205078125
250,0,70.456,141.1664276123047,-2.085934638977051,178.6710205078125
250,0,70.456,141.2637329101563,-2.251344442367554,178.9481658935547
250,0,70.462,141.3329925537109,-2.540253639221191,179.0288848876953
250,0,70.474,141.367919921875,-2.691936492919922,179.0663604736328
250,0,70.48099999999999,141.2308349609375,-2.189274072647095,178.8591461181641
250,0,70.482,141.3827056884766,-2.189274072647095,178.8591461181641
250,0,70.48699999999999,141.3827056884766,-2.189274072647095,178.8591461181641
250,0,70.498,141.3904571533203,-2.379109621047974,178.7495880126953
250,0,70.50700000000001,141.4361419677734,-2.516355037689209,178.7934722900391
250,0,70.51300000000001,141.4342803955078,-2.44660758972168,178.8361663818359
250,0,70.524,141.3477783203125,-2.325353384017944,178.6565551757813
250,0,70.53100000000001,141.39404296875,-2.472033023834229,178.6958312988281
250,0,70.538,141.39404296875,-2.472033023834229,178.6958312988281
250,0,70.55,141.3052673339844,-2.271673917770386,178.5636138916016
250,0,70.559,141.4364776611328,-2.521061182022095,178.7912292480469
250,0,70.563,141.3546142578125,-2.501730680465698,178.5545654296875
250,0,70.575,141.3474273681641,-2.316673517227173,178.6615753173828
250,0,70.58199999999999,141.2123870849609,-1.978473782539368,178.4848785400391
250,0,70.58799999999999,141.2123870849609,-1.978473782539368,178.4848785400391
250,0,70.59999999999999,141.2665710449219,-2.306514501571655,178.4197387695313
250,0,70.607,141.3051605224609,-2.267428636550903,178.5662994384766
250,0,70.614,141.2166290283203,-2.063622236251831,178.4370880126953
250,0,70.624,141.1195831298828,-1.675685524940491,178.4151611328125
250,0,70.633,141.3436889648438,-2.224242448806763,178.7151184082031
250,0,70.64,141.3436889648438,-2.224242448806763,178.7151184082031
250,0,70.649,141.3435211181641,-2.220100164413452,178.7175140380859
250,0,70.657,141.3435211181641,-2.220100164413452,178.7175140380859
250,0,70.658,141.4758148193359,-2.481871128082275,178.937744140625
250,0,70.664,141.560791015625,-2.579485416412354,179.1267852783203
250,0,70.675,141.5585327148438,-2.496453523635864,179.1771697998047
250,0,70.68300000000001,141.6024780273438,-2.554849624633789,179.2686920166016
250,0,70.684,143.3794403076172,-2.554849624633789,179.2686920166016
250,0,70.68899999999999,143.3794403076172,-2.554849624633789,179.2686920166016
250,0,70.702,143.3382263183594,-2.686896324157715,179.068115234375
250,0,70.70699999999999,143.3334197998047,-2.501129150390625,179.1756286621094
250,0,70.715,143.2934417724609,-2.643073320388794,178.9712677001953
250,0,70.724,143.1996765136719,-2.44660758972168,178.8361663818359
250,0,70.732,143.1996765136719,-2.44660758972168,178.8361663818359
250,0,70.739,143.2010955810547,-2.521061182022095,178.7912292480469
250,0,70.749,143.1045837402344,-2.215970039367676,178.7199096679688
250,0,70.759,143.09912109375,-2.050562143325806,178.8155059814453
250,0,70.767,142.9977569580078,-1.651119589805603,178.799560546875
250,0,70.776,143.0955200195313,-1.946514248847961,178.8756866455078
250,0,70.783,143.0955200195313,-1.946514248847961,178.8756866455078
250,0,70.79000000000001,143.1507415771484,-2.290540933609009,178.8010864257813
250,0,70.80200000000001,143.1537322998047,-2.388056516647339,178.744873046875
250,0,70.809,143.1052551269531,-2.236765623092651,178.7078857421875
250,0,70.815,143.0627593994141,-2.271673917770386,178.5636138916016
250,0,70.82599999999999,142.9697723388672,-2.063622236251831,178.4370880126953
250,0,70.834,142.9697723388672,-2.063622236251831,178.4370880126953
250,0,70.84099999999999,143.0597991943359,-2.178812980651855,178.6172790527344
250,0,70.854,143.1905975341797,-2.158194780349731,179.0020141601563
250,0,70.85899999999999,143.1905975341797,-2.158194780349731,179.0020141601563
250,0,70.86,143.2884826660156,-2.456689357757568,179.0791168212891
250,0,70.86499999999999,143.2896423339844,-2.535505771636963,179.0307006835938
250,0,70.876,143.2956695556641,-2.803121089935303,178.8739471435547
250,0,70.884,143.2956695556641,-2.803121089935303,178.8739471435547
250,0,70.88500000000001,152.592041015625,-2.803121089935303,178.8739471435547
250,0,70.892,152.532470703125,-2.579439163208008,178.8820037841797
250,0,70.901,152.6098327636719,-2.545019626617432,179.0270690917969
250,0,70.90900000000001,152.5326080322266,-2.584277868270874,178.8798980712891
250,0,70.91500000000001,152.5326080322266,-2.584277868270874,178.8798980712891
250,0,70.926,152.4716186523438,-2.353227376937866,178.8902282714844
250,0,70.935,152.5377197265625,-2.481871128082275,178.937744140625
250,0,70.941,152.4610595703125,-2.535279035568237,178.7843933105469
250,0,70.95099999999999,152.3076171875,-2.613775491714478,178.4897613525391
250,0,70.95999999999999,152.3682708740234,-2.848526239395142,178.4781799316406
250,0,70.968,152.3682708740234,-2.848526239395142,178.4781799316406
250,0,70.976,152.4447631835938,-2.814719676971436,178.6226348876953
250,0,70.996,152.2967681884766,-2.805197715759277,178.3789215087891
250,0,71.004,152.3735046386719,-2.760774374008179,178.5291748046875
250,0,71.011,152.4503173828125,-2.716485977172852,178.6790771484375
250,0,71.018,152.5267486572266,-2.66228461265564,178.8326263427734
250,0,71.01900000000001,152.5267486572266,-2.66228461265564,178.8326263427734
250,0,71.027,152.3898468017578,-2.462807178497314,178.7007141113281
250,0,71.035,152.4715576171875,-2.344393253326416,178.8943939208984
250,0,71.042,152.1146240234375,-2.067482233047485,178.4341735839844
250,0,71.05200000000001,152.1112976074219,-2.152041435241699,178.3865814208984
250,0,71.06,152.1112976074219,-2.152041435241699,178.3865814208984
250,0,71.06,152.1152038574219,-2.063622236251831,178.4370880126953
250,0,71.06699999999999,152.1152038574219,-2.063622236251831,178.4370880126953
250,0,71.077,152.0360717773438,-2.190974950790405,178.2405853271484
250,0,71.08499999999999,152.2621765136719,-2.078146934509277,178.6759796142578
250,0,71.086,146.4675445556641,-2.078146934509277,178.6759796142578
250,0,71.092,146.5212554931641,-2.236765623092651,178.7078857421875
250,0,71.10599999999999,146.6263275146484,-2.247127294540405,178.9501342773438
250,0,71.11,146.7341766357422,-2.456689357757568,179.0791168212891
250,0,71.117,146.7341766357422,-2.456689357757568,179.0791168212891
250,0,71.127,146.841552734375,-2.750833511352539,179.1580047607422
250,0,71.136,146.6823577880859,-2.598907232284546,178.8735504150391
250,0,71.143,146.6816253662109,-2.500570058822632,178.9297332763672
250,0,71.152,146.6279144287109,-2.437423944473267,178.8405456542969
250,0,71.161,146.7350311279297,-2.554608583450317,179.0233917236328
250,0,71.167,146.7350311279297,-2.554608583450317,179.0233917236328
250,0,71.178,146.7345275878906,-2.638111591339111,178.9732055664063
250,0,71.18600000000001,146.5749053955078,-2.383573055267334,178.7472381591797
250,0,71.194,146.5750427246094,-2.388056516647339,178.744873046875
250,0,71.203,146.5227966308594,-2.427371263504028,178.5975494384766
250,0,71.211,146.5227355957031,-2.418278455734253,178.6028137207031
250,0,71.22,146.5227355957031,-2.418278455734253,178.6028137207031
250,0,71.22799999999999,146.6260833740234,-2.242926120758057,178.9521026611328
250,0,71.23699999999999,146.6277770996094,-2.516355037689209,178.7934722900391
250,0,71.24299999999999,146.6803283691406,-2.481871128082275,178.937744140625
250,0,71.253,146.7833862304688,-2.210046768188477,179.3405456542969
250,0,71.262,146.7833862304688,-2.210046768188477,179.3405456542969
250,0,71.262,146.7833862304688,-2.210046768188477,179.3405456542969
